Student_ID,Name,Gender,Age,Department,Year,Attendance,Study_Hours,Current_GPA
S2078,Matthew Davis,Female,23,Science,2,70.59,4.2,2.43
S2079,Sara Smith,Male,25,Commerce,4,53.98,6.9,2.75
S2080,William Gomez,Female,25,Arts,4,85.66,6.8,3.63
S2081,Jessica Gomez,Female,23,Commerce,1,59.8,1.2,3.62
S2082,Joseph Fry,Female,21,Arts,1,97.09,3.1,3.83
S2083,Michael Yoder,Male,25,Engineering,3,66.8,4.5,2.99
S2084,Joseph Webster,Male,25,Arts,1,78.43,9.7,3.45
S2085,Alisha Crawford,Male,22,Engineering,1,71.7,8.3,3.15
S2086,Michael Turner,Female,18,Engineering,2,96.28,6.7,3.68
S2087,Tamara Anderson,Male,20,Arts,1,59.06,8.6,2.73
S2088,Lisa Rose,Male,24,Engineering,4,74.37,3.0,3.33
S2089,William Frey,Male,22,Science,1,91.26,9.7,3.79
S2090,Whitney Rodriguez,Male,21,Commerce,2,71.9,4.1,3.55
S2091,Dale Woods,Female,25,Engineering,2,70.45,5.8,2.18
S2092,Joshua Carter,Female,24,Engineering,1,88.69,9.5,3.31
S2093,Linda Thomas,Female,24,Science,2,80.73,5.7,2.57
S2094,Cynthia Walker,Female,25,Engineering,2,74.89,2.8,2.29
S2095,Lori Valdez,Female,19,Science,2,96.15,7.6,3.69
S2096,Tabitha Mccann,Male,24,Arts,2,62.71,1.6,2.05
S2097,Larry Pollard,Female,22,Commerce,2,72.85,3.2,2.77
S2098,Tina Garner,Female,18,Engineering,2,50.38,1.5,2.57
S2099,Stephanie Burnett,Female,21,Arts,2,82.0,4.9,3.32
S2100,Amanda Jones,Male,20,Commerce,1,58.44,8.9,2.99
S2101,Sandra Wood,Female,25,Commerce,1,97.7,4.9,3.03
S2102,Darrell Fields,Male,22,Engineering,1,54.67,10.0,2.69
S2103,Elizabeth Lewis,Female,22,Commerce,4,53.65,2.1,2.31
S2104,William Grant,Male,22,Arts,3,64.46,3.3,2.43
S2105,Vincent Barnes,Male,23,Arts,1,65.92,1.2,3.86
S2106,Nicole Dixon,Male,20,Science,4,73.07,1.4,3.85
S2107,Deborah Carter,Female,18,Science,4,92.23,4.7,2.42
S2108,Kristina Fernandez,Male,25,Science,3,91.22,3.9,3.55
S2109,Gary Cox,Male,18,Arts,1,70.17,9.5,3.7
S2110,Kevin Juarez,Male,19,Engineering,4,58.68,6.1,3.04
S2111,Kristina Gomez,Female,18,Commerce,4,57.19,7.5,3.65
S2112,Sheila Rocha,Male,25,Science,2,56.66,2.1,3.72
S2113,Sheila Howard,Male,18,Engineering,2,81.46,3.6,3.33
S2114,Tabitha Mahoney,Male,23,Engineering,4,70.95,5.2,2.12
S2115,Peter Thomas,Male,18,Arts,4,86.78,7.4,2.16
S2116,Sandra Cisneros,Male,24,Commerce,3,67.21,4.6,2.66
S2117,Leroy Bridges,Male,23,Commerce,3,83.33,6.6,3.42
S2118,Donna Sullivan,Female,23,Commerce,3,88.25,3.7,2.85
S2119,Heather Stephens,Female,21,Commerce,3,54.56,1.4,2.91
S2120,Melissa Gomez,Female,20,Commerce,4,88.14,9.3,2.44
S2121,Rhonda Chang,Male,25,Commerce,4,72.96,8.6,2.52
S2122,Sierra Castillo,Female,22,Commerce,4,61.73,9.2,3.34
S2123,Shawn Brown,Male,18,Science,4,74.87,8.1,2.09
S2124,Cathy Martinez,Male,20,Science,1,66.46,5.4,3.99
S2125,Amanda Jackson,Female,18,Commerce,4,82.23,1.3,3.46
S2126,Cathy Richardson,Male,21,Science,1,96.83,8.9,3.49
S2127,Victoria Harmon,Female,18,Engineering,3,73.21,9.6,3.56
S2128,James Drake,Female,18,Arts,2,50.95,6.3,3.8
S2129,Megan Spence,Female,19,Science,2,99.73,6.5,3.64
S2130,Jill Benson,Female,18,Science,4,55.76,6.3,2.19
S2131,Jessica Ochoa,Female,22,Commerce,3,91.31,3.1,2.28
S2132,Lisa Gonzalez,Female,18,Arts,1,83.51,4.2,3.02
S2133,Travis Goodwin,Male,20,Arts,4,78.58,7.1,3.08
S2134,Amber Kane,Female,23,Arts,4,82.22,4.8,3.57
S2135,Kim Ward,Female,23,Arts,3,80.66,8.6,3.86
S2136,Jared Orr,Male,19,Science,1,71.05,7.9,3.76
S2137,James Bennett,Female,18,Engineering,2,77.78,5.5,2.51
S2138,Renee Mitchell MD,Male,23,Science,1,98.71,5.5,2.76
S2139,Beverly Barnes,Male,22,Science,4,67.69,2.3,3.58
S2140,Dawn Martin,Male,20,Science,3,50.18,2.4,3.01
S2141,Jessica Brooks,Male,25,Science,1,83.86,6.5,3.52
S2142,Emily Evans,Male,24,Science,3,62.91,6.7,3.39
S2143,Brandon Davis,Male,21,Commerce,1,69.59,4.2,3.67
S2144,Donna Sellers,Male,25,Commerce,2,84.25,4.8,3.07
S2145,Steven Gonzales,Female,24,Arts,3,90.87,7.4,2.19
S2146,Emily Walsh,Male,20,Arts,2,85.24,5.5,2.94
S2147,William Miller,Male,22,Arts,3,78.21,2.8,2.2
S2148,Christine Wilson,Female,22,Engineering,1,74.52,7.1,3.44
S2149,Jill Dodson,Female,25,Commerce,1,78.29,8.8,2.33
S2150,Hunter Taylor,Female,18,Arts,4,93.02,9.9,2.69
S2151,Amanda Diaz,Female,21,Science,4,95.86,8.6,3.65
S2152,Marcus Butler,Male,24,Commerce,1,54.59,6.2,3.67
S2153,Janet Zimmerman,Female,24,Arts,1,54.06,7.1,3.22
S2154,Justin Jackson,Female,18,Arts,1,78.05,4.7,3.11
S2155,Rick Nunez,Male,25,Engineering,4,96.91,9.4,3.4
S2156,Jay Miller,Male,25,Commerce,3,92.28,7.2,2.7
S2157,Stephanie Wilkins,Male,24,Science,1,78.58,8.8,3.48
S2158,Brandon Aguirre,Female,21,Arts,4,51.29,7.4,2.34
S2159,Aaron Harrington,Male,18,Science,2,90.17,2.0,3.87
S2160,John Cook,Female,18,Engineering,3,53.8,6.0,3.95
S2161,Brian Baldwin,Female,20,Engineering,1,53.71,7.7,2.96
S2162,Casey Spencer,Female,23,Arts,3,93.03,3.4,3.95
S2163,Jeffery Miller,Female,25,Science,3,71.83,5.9,3.01
S2164,Margaret Clark,Male,24,Arts,3,78.48,4.6,2.3
S2165,Whitney Huerta,Female,24,Science,4,71.9,1.8,2.13
S2166,Brian Summers,Female,25,Commerce,3,75.85,5.2,3.62
S2167,Ryan Patton,Male,25,Engineering,2,95.25,5.2,3.87
S2168,Kenneth Garcia,Male,21,Commerce,3,89.31,1.1,2.58
S2169,Anthony Nunez,Female,18,Arts,1,98.39,7.4,2.58
S2170,Kathleen Walker,Female,20,Commerce,2,92.89,5.1,3.45
S2171,Kevin Garza,Female,24,Engineering,3,90.87,5.9,3.89
S2172,Joshua Ross,Female,20,Commerce,4,52.21,3.3,3.23
S2173,Dustin Coleman,Male,20,Arts,3,55.84,7.7,3.66
S2174,Deborah Brooks,Male,25,Commerce,3,59.15,7.5,2.42
S2175,Danielle Webb,Male,25,Arts,3,69.98,3.5,3.25
S2176,Ethan Ingram,Female,25,Commerce,3,50.03,8.4,3.36
S2177,John Kane,Female,20,Commerce,4,82.93,1.2,2.52
S2178,Patricia Webb,Female,18,Engineering,2,99.14,5.9,2.58
S2179,William Baker,Female,24,Engineering,3,53.52,6.1,2.28
S2180,Kathryn Wiggins,Male,19,Arts,1,92.1,6.5,2.1
S2181,Ruben Dougherty,Male,22,Arts,4,91.7,1.7,2.67
S2182,Amanda Martinez,Male,25,Science,1,97.15,6.2,2.31
S2183,Victoria Wise,Male,22,Commerce,3,58.26,6.7,3.45
S2184,Brittany Erickson,Male,18,Arts,3,65.4,6.5,3.44
S2185,Roy Campbell,Male,23,Science,4,94.26,8.4,3.44
S2186,Emily Melton,Female,21,Engineering,1,93.38,9.9,2.07
S2187,Rebecca Russell,Male,22,Commerce,3,50.65,9.8,2.41
S2188,Denise Jones,Female,20,Science,1,76.12,7.8,3.57
S2189,Joseph Williams,Male,24,Arts,2,90.82,3.3,3.89
S2190,Diane Perez,Male,22,Science,1,97.87,4.4,3.95
S2191,Derek Woods,Female,23,Arts,2,61.65,8.4,3.05
S2192,Kaylee Collins,Male,19,Engineering,2,98.76,9.7,2.04
S2193,Karen Short,Male,22,Science,3,73.24,5.1,3.04
S2194,Christopher Maldonado,Male,25,Engineering,3,64.62,5.0,2.74
S2195,Patrick Stout,Female,20,Science,4,55.59,9.8,3.58
S2196,Ryan Collins,Female,20,Commerce,2,73.06,7.3,2.19
S2197,Scott Adams,Male,24,Commerce,2,83.6,7.7,3.87
S2198,Wendy Reynolds,Male,25,Arts,1,86.51,9.5,2.85
S2199,Mrs. Allison Beard,Female,24,Commerce,1,68.64,9.0,2.18
S2200,Gabrielle Jordan,Male,18,Science,3,95.17,9.8,2.69
S2201,Justin Kennedy,Male,24,Arts,3,66.97,4.6,3.12
S2202,Michael Hull,Male,19,Arts,1,56.48,8.4,2.93
S2203,Tina Hoffman,Male,21,Arts,3,89.34,1.6,2.89
S2204,John Griffin,Female,19,Arts,4,67.94,9.0,3.38
S2205,Ashley Stewart,Male,19,Arts,1,69.52,6.8,2.59
S2206,Ricardo Snow,Male,23,Science,4,90.07,8.1,3.75
S2207,Philip Thomas,Female,25,Commerce,1,56.64,2.0,2.75
S2208,Victoria Rose,Female,19,Commerce,2,61.77,2.0,3.22
S2209,Maureen Brown,Male,22,Engineering,4,86.31,7.9,2.82
S2210,Emily Finley,Female,19,Science,2,61.29,8.8,3.83
S2211,Eric Price,Female,20,Science,3,57.22,1.9,3.78
S2212,Jennifer Bray,Female,20,Commerce,4,92.0,7.8,2.87
S2213,Charles Cox,Female,22,Engineering,1,90.67,2.3,3.08
S2214,Amanda Daniels,Male,22,Science,3,66.5,5.7,3.22
S2215,Jim Hayes,Male,18,Commerce,3,85.84,4.8,3.42
S2216,Rita Harvey,Female,19,Commerce,4,98.41,2.2,3.29
S2217,Nicole Morton,Male,19,Science,3,89.88,5.2,3.59
S2218,David Miller,Female,21,Arts,4,83.89,3.1,3.31
S2219,Thomas Bright,Female,21,Science,3,65.56,1.7,2.41
S2220,Jack Davis,Male,22,Science,4,51.18,1.5,3.57
S2221,John Hancock,Male,19,Arts,1,96.1,5.6,2.43
S2222,Robert Estrada,Female,20,Engineering,2,52.39,6.2,2.36
S2223,Kimberly Andrews,Male,25,Commerce,2,81.42,3.6,2.23
S2224,Jordan Anderson III,Female,19,Commerce,1,85.69,4.5,2.67
S2225,Joseph Friedman,Female,23,Engineering,3,56.09,9.8,2.91
S2226,Thomas Cruz,Male,23,Commerce,2,66.39,2.7,3.95
S2227,Amy Evans,Female,24,Engineering,1,65.53,3.3,3.24
S2228,Kelly Perez,Female,20,Science,3,66.64,2.1,2.28
S2229,Kelly Moore,Female,23,Arts,1,78.26,3.3,3.67
S2230,Ashley King,Male,18,Commerce,2,75.68,7.3,2.02
S2231,James Dunlap,Male,24,Science,3,85.93,9.5,2.24
S2232,Jennifer Cline,Female,24,Science,1,91.62,6.4,3.26
S2233,Robert Briggs,Male,21,Science,4,83.95,6.6,2.64
S2234,Jonathon Stephens,Male,23,Commerce,4,56.52,1.9,3.3
S2235,Dustin Watkins,Male,23,Commerce,2,80.25,4.6,3.76
S2236,Dr. Natalie Barrera,Male,25,Commerce,1,87.91,9.8,2.26
S2237,Casey Carr,Male,25,Arts,1,91.79,6.1,3.05
S2238,Gabriel George,Female,25,Engineering,1,62.38,2.0,2.59
S2239,William Lewis,Female,18,Arts,1,51.83,4.1,2.13
S2240,Carolyn Pearson,Female,22,Arts,1,69.1,8.3,3.94
S2241,Isaiah Lewis,Male,24,Science,4,58.19,2.0,2.01
S2242,Melissa Lambert,Female,19,Arts,3,97.47,7.1,3.23
S2243,Shannon Smith,Female,24,Science,2,85.46,6.2,3.0
S2244,Teresa Kennedy,Female,19,Science,3,92.39,3.8,3.38
S2245,Tyler Johnson,Female,25,Commerce,1,58.46,5.1,3.14
S2246,Ashley Wright,Female,18,Commerce,2,73.21,5.8,2.2
S2247,Aaron Kaiser,Female,23,Commerce,1,67.31,3.9,2.07
S2248,Chelsea Campbell,Female,23,Science,1,76.8,6.3,3.88
S2249,Jill Morales,Female,20,Arts,1,91.92,2.4,2.55
S2250,George Peters,Male,23,Science,1,88.06,9.7,3.56
S2251,Dana Perkins,Female,22,Commerce,3,89.46,4.4,3.51
S2252,Craig Martinez,Female,19,Science,3,65.22,6.8,3.69
S2253,Keith Combs,Male,18,Science,4,65.39,7.0,3.74
S2254,Frank Davenport,Male,25,Science,4,53.45,2.8,2.99
S2255,Gregory Shaw,Male,18,Arts,3,72.75,4.3,2.51
S2256,Lauren Rivas,Female,24,Science,4,91.71,1.5,3.43
S2257,Sheila Turner,Male,25,Commerce,4,99.25,7.7,3.6
S2258,Jordan Finley,Female,24,Commerce,3,51.46,3.3,3.97
S2259,Michael Mccarty,Female,19,Commerce,1,77.93,1.6,2.82
S2260,Amanda Owens,Male,24,Engineering,3,90.54,3.0,2.44
S2261,Brian Werner,Female,25,Science,2,75.21,4.9,2.27
S2262,Garrett Maldonado,Male,18,Arts,4,81.83,6.5,2.37
S2263,Jared Tanner,Female,22,Engineering,1,61.68,4.7,3.36
S2264,Sandra Williams,Male,18,Science,3,93.15,4.0,2.31
S2265,Candice Marshall,Female,19,Arts,2,87.89,3.4,2.89
S2266,Erica Fields,Male,19,Commerce,4,96.19,5.7,3.64
S2267,Jordan Trevino,Male,25,Commerce,3,52.95,8.9,2.13
S2268,Robin Glenn,Male,21,Arts,2,73.43,7.1,2.49
S2269,Angela Thomas,Female,21,Commerce,3,57.7,3.0,2.36
S2270,Diana Williams,Female,21,Science,2,59.86,6.5,3.69
S2271,Sarah Collins,Male,22,Engineering,3,55.5,5.2,3.23
S2272,Michael Andersen,Male,25,Commerce,1,83.98,1.7,2.36
S2273,Ronald Nichols,Male,22,Commerce,4,83.41,1.9,2.46
S2274,Thomas Jones,Female,19,Arts,2,85.63,5.4,2.9
S2275,Johnny Powers,Female,25,Science,4,61.16,1.6,2.58
S2276,Dennis Castillo,Male,19,Arts,2,75.85,4.8,3.41
S2277,Amanda Guerrero,Female,22,Engineering,1,69.42,4.1,3.84
S2278,Lori Garcia,Male,21,Engineering,3,85.49,4.6,3.23
S2279,Steven Jackson,Female,18,Science,4,82.08,8.4,2.57
S2280,Kathryn Rowe,Female,22,Engineering,2,84.57,9.9,3.28
S2281,Danielle Hernandez,Female,20,Commerce,2,55.95,1.9,3.87
S2282,Teresa Grant,Male,22,Science,4,84.38,8.2,3.25
S2283,William Smith,Male,20,Science,4,71.07,6.9,3.25
S2284,Kelly Mccoy,Female,23,Engineering,2,85.31,5.7,2.86
S2285,Janet Johnson,Female,20,Science,4,80.43,9.3,3.46
S2286,Jeremy Perez MD,Female,20,Commerce,3,64.04,1.7,3.08
S2287,Austin Franklin,Female,25,Science,2,67.42,9.3,2.97
S2288,Andrew Escobar,Female,21,Commerce,2,92.89,3.6,2.51
S2289,Catherine Richards,Male,19,Arts,4,88.05,7.6,3.2
S2290,Daniel Jenkins,Male,25,Commerce,1,86.67,9.2,3.23
S2291,Scott Snow,Female,21,Science,1,69.11,4.7,2.56
S2292,Shane Parks,Male,21,Commerce,4,58.48,1.1,2.66
S2293,Brandon Davis,Female,25,Commerce,4,50.89,1.2,2.33
S2294,James Neal,Female,24,Science,2,50.86,4.2,3.0
S2295,Emily Newman,Male,24,Engineering,3,93.07,1.7,2.39
S2296,Holly Diaz,Female,24,Arts,3,56.56,1.9,3.93
S2297,Michael Harris,Female,23,Science,2,52.99,2.9,2.18
S2298,Ashley Scott,Male,24,Arts,3,74.35,5.7,2.55
S2299,Mindy Brewer,Male,18,Engineering,3,72.19,9.2,2.96
S2300,Kimberly Hernandez,Male,20,Science,1,55.6,4.9,3.73
S2301,Aaron Wolfe,Female,19,Arts,4,86.76,7.2,3.98
S2302,Danielle Gomez,Male,25,Engineering,1,55.2,5.2,2.41
S2303,Kenneth Wilson,Male,25,Arts,4,91.68,4.6,3.24
S2304,Jamie Williams,Female,19,Engineering,3,93.22,4.7,2.57
S2305,Norma Chung,Female,22,Science,1,89.1,4.8,3.79
S2306,Calvin Mcmahon,Male,20,Commerce,2,53.34,2.7,3.26
S2307,Erin Mathis,Female,22,Science,2,77.82,8.2,2.13
S2308,Erika Green,Male,22,Engineering,4,88.08,2.5,2.41
S2309,Thomas Jacobs,Female,25,Science,2,52.73,2.2,2.88
S2310,Catherine Guerrero,Female,19,Engineering,1,90.49,8.2,3.54
S2311,Christopher Bartlett,Male,25,Science,4,86.78,6.6,2.58
S2312,Marissa Thompson,Male,21,Arts,4,53.64,3.3,3.83
S2313,Amanda Morrison,Female,25,Arts,4,93.98,5.0,3.33
S2314,Michael Chavez,Female,25,Engineering,4,59.12,2.2,2.04
S2315,Mrs. Catherine Davidson DDS,Female,20,Science,2,94.85,4.6,2.27
S2316,Brian Ramos,Male,23,Commerce,4,97.7,6.3,3.69
S2317,William Jackson,Female,25,Arts,2,75.28,7.7,3.33
S2318,Lisa Lewis,Female,24,Commerce,4,52.03,4.2,3.97
S2319,Brandon Mann,Female,24,Engineering,4,57.76,4.5,2.82
S2320,Paul Owens,Female,19,Arts,1,71.66,8.4,2.81
S2321,William Noble,Female,18,Engineering,3,93.09,3.8,2.82
S2322,David Coleman,Female,22,Commerce,1,51.58,4.0,2.87
S2323,Barbara Martin,Female,22,Engineering,3,82.86,2.8,3.16
S2324,Charles Williams,Female,24,Engineering,1,53.77,8.1,2.95
S2325,Sarah Rivera,Male,18,Commerce,2,97.0,1.9,2.02
S2326,Leslie Gonzales,Female,21,Commerce,3,88.52,2.1,2.04
S2327,Lisa Hebert,Female,18,Commerce,3,88.07,9.1,2.84
S2328,Fernando Martin,Female,18,Science,1,65.08,8.7,2.85
S2329,Donna Burgess,Female,18,Commerce,2,50.45,4.9,2.65
S2330,Phillip Holmes,Female,24,Engineering,2,69.34,4.8,3.39
S2331,Jennifer Ramsey,Female,20,Science,3,57.25,1.5,3.63
S2332,Brian Franklin,Male,23,Engineering,1,51.26,8.8,2.02
S2333,Tasha Miller,Male,20,Science,2,96.84,6.1,3.16
S2334,Stephanie Peters,Female,24,Engineering,3,74.64,4.6,3.83
S2335,Kathy Winters,Female,18,Science,1,54.8,2.7,2.6
S2336,Olivia Odonnell,Female,25,Science,3,57.07,6.6,3.93
S2337,Angela Fox,Female,21,Engineering,4,67.57,9.2,2.65
S2338,Kenneth Oliver,Female,20,Science,3,96.64,2.1,2.96
S2339,Cheryl Wilson,Male,21,Engineering,3,97.5,1.6,2.82
S2340,Dawn Williams,Female,18,Science,4,84.43,5.7,2.89
S2341,Elizabeth Barrett,Female,22,Commerce,3,64.37,9.7,3.14
S2342,Sonya Taylor,Female,23,Commerce,4,84.54,3.6,2.34
S2343,Destiny Lopez,Male,20,Science,2,53.99,4.9,3.05
S2344,Steven Young,Male,25,Science,4,66.08,4.7,3.22
S2345,Jacob White,Male,24,Science,3,67.59,5.1,3.41
S2346,James Gutierrez,Male,24,Arts,2,70.65,3.5,3.83
S2347,Kyle Marquez,Female,23,Engineering,3,58.99,2.8,3.09
S2348,Kayla Hood,Male,25,Commerce,1,77.28,1.6,2.33
S2349,Walter Holder,Female,19,Engineering,2,59.34,5.3,2.57
S2350,Tonya Gibson,Female,19,Commerce,4,84.59,4.3,2.8
S2351,Bradley Liu,Male,22,Commerce,4,52.67,1.6,2.15
S2352,Bryan Hamilton,Male,18,Science,1,64.65,8.9,3.49
S2353,Kevin Watkins,Male,18,Science,3,63.6,6.1,3.08
S2354,Anthony Benson,Female,24,Engineering,1,59.12,6.4,3.52
S2355,Mary Smith,Male,18,Science,2,67.03,6.3,3.34
S2356,Daniel Arnold,Female,19,Arts,3,77.13,8.4,3.11
S2357,Thomas Miller,Female,25,Arts,4,77.47,1.7,2.79
S2358,Jonathan Adkins,Male,22,Engineering,1,85.44,1.5,3.44
S2359,Stephen Reed,Female,24,Engineering,4,58.0,5.2,3.26
S2360,Christopher Jordan,Female,18,Arts,2,79.77,7.8,3.84
S2361,Yvonne Ford,Female,22,Engineering,2,98.54,1.9,2.28
S2362,Scott Quinn,Female,21,Commerce,2,64.42,6.7,2.56
S2363,Stephanie Stewart,Male,18,Commerce,2,64.65,4.6,3.33
S2364,Kevin Kramer,Male,18,Arts,3,90.7,7.5,3.67
S2365,Shawn Howell,Female,19,Commerce,2,70.94,9.8,3.97
S2366,Jeffrey Vaughn,Male,24,Commerce,4,64.06,7.9,3.61
S2367,Adam Hoffman,Male,22,Engineering,1,84.46,7.4,2.49
S2368,Andrea Dyer,Male,19,Science,4,91.86,6.8,2.42
S2369,Melissa Lewis,Female,25,Engineering,2,95.46,4.0,3.45
S2370,Anthony Morrison,Male,20,Science,1,63.76,3.1,3.32
S2371,Diana Hahn,Female,22,Science,3,87.64,5.1,2.72
S2372,Julia Frazier,Female,24,Engineering,3,73.8,1.6,2.15
S2373,Robert Hawkins,Female,25,Commerce,3,61.86,7.0,3.86
S2374,Mr. Kevin Miller,Female,19,Commerce,4,72.25,4.8,3.87
S2375,Jessica Simpson,Female,25,Science,2,51.46,2.1,2.83
S2376,Darren Lambert,Male,18,Engineering,1,82.15,6.0,3.17
S2377,Katherine Molina,Male,24,Commerce,1,69.88,7.4,3.52
S2378,Stephen King,Female,24,Commerce,4,68.49,6.3,3.47
S2379,Jason Poole,Male,20,Science,3,83.79,8.0,2.31
S2380,Julia Leon,Male,24,Arts,1,66.49,4.9,2.95
S2381,Taylor Jones,Male,23,Commerce,4,62.13,8.3,2.02
S2382,Christina Cole,Female,21,Engineering,4,65.36,9.3,2.28
S2383,Kendra Norton,Female,23,Arts,3,75.6,9.5,2.85
S2384,Katherine Mcdowell,Male,20,Engineering,3,71.19,8.7,3.72
S2385,Amanda Pugh,Female,22,Engineering,2,67.99,6.8,3.1
S2386,Rachel Marshall,Male,22,Commerce,2,99.75,8.6,3.67
S2387,Allison Kennedy,Female,20,Science,3,83.3,1.3,3.69
S2388,Brittney Glover,Female,21,Science,4,66.79,2.0,2.14
S2389,Valerie Santos MD,Male,21,Engineering,2,77.66,1.2,3.71
S2390,April Park,Male,21,Commerce,4,81.44,6.1,3.68
S2391,Brandon West,Male,19,Engineering,4,61.32,4.9,3.78
S2392,Malik Fisher,Female,18,Arts,4,78.81,4.9,2.96
S2393,Jason Gutierrez,Male,21,Arts,2,99.31,3.4,2.65
S2394,Gina Roth,Male,22,Arts,2,63.05,2.1,3.87
S2395,Gina Jackson,Male,25,Arts,2,64.24,8.1,3.71
S2396,Mr. Manuel Hill,Male,21,Science,2,67.22,9.6,3.66
S2397,Melissa Ferguson,Male,24,Commerce,2,74.05,9.4,3.82
S2398,Mr. John Rivas Jr.,Male,25,Arts,1,74.26,8.3,2.54
S2399,Jennifer Carson,Male,20,Engineering,2,63.37,2.2,3.91
S2400,Luis Bryant,Male,18,Engineering,2,96.38,1.4,2.59
S2401,Courtney Stevens,Female,25,Commerce,4,95.18,4.1,3.22
S2402,Kristen Johnson,Male,21,Science,2,56.42,8.7,2.51
S2403,Robert Moore,Male,18,Arts,4,80.67,1.6,3.47
S2404,Michael Odom,Male,23,Engineering,4,60.76,8.9,2.74
S2405,Stephanie Hunter,Female,22,Arts,1,91.81,3.9,3.25
S2406,Angel Estrada,Male,25,Science,4,82.64,1.1,3.82
S2407,Jonathan Robbins,Male,24,Commerce,2,93.27,4.0,2.4
S2408,Nicole Curtis DVM,Male,24,Arts,3,66.03,1.7,3.87
S2409,Taylor Underwood,Male,20,Commerce,4,56.2,1.0,2.34
S2410,Melissa Bullock,Female,20,Science,2,70.41,5.3,2.05
S2411,Sydney Turner,Male,18,Commerce,1,63.4,4.5,2.86
S2412,Debra Hale,Male,24,Commerce,3,97.39,8.5,2.11
S2413,Erica Romero,Male,20,Engineering,4,54.55,7.4,2.2
S2414,Cameron Johnson,Female,24,Science,1,59.64,7.1,2.8
S2415,John Reynolds,Female,24,Engineering,1,52.09,2.5,3.57
S2416,Jennifer Lopez,Male,18,Science,3,81.15,1.6,2.44
S2417,Aaron Nguyen,Male,21,Engineering,4,71.9,5.3,2.87
S2418,Jim Pierce,Female,19,Arts,3,70.35,5.2,3.18
S2419,Melissa Perry,Female,23,Arts,3,76.2,9.3,3.59
S2420,Kristopher Howard,Female,24,Science,3,80.14,1.2,3.22
S2421,Elizabeth Cowan,Male,19,Arts,2,66.65,3.2,3.64
S2422,Michael Marks,Female,24,Engineering,4,70.78,1.9,2.2
S2423,Kara Collins,Female,24,Engineering,1,60.68,1.8,3.37
S2424,Ms. Deborah Jones,Female,24,Arts,2,60.85,9.2,2.94
S2425,Anthony Sims,Female,18,Engineering,1,92.39,6.6,3.04
S2426,Jean Robinson,Male,25,Commerce,2,53.93,9.9,3.9
S2427,Dr. Ashley George,Male,19,Commerce,3,52.63,9.2,3.4
S2428,Cassandra Hensley,Male,20,Science,3,55.63,2.3,2.22
S2429,Michael Massey,Female,19,Commerce,3,50.55,9.3,2.47
S2430,Jaclyn Oconnor,Female,25,Engineering,4,82.19,4.6,3.56
S2431,Ruth Carter,Male,19,Engineering,1,73.47,2.2,3.89
S2432,Teresa Johnson,Female,24,Engineering,1,57.74,9.4,3.66
S2433,James Mclean,Female,23,Commerce,3,99.56,5.6,3.98
S2434,Spencer Johnson,Female,22,Commerce,2,97.98,4.0,2.81
S2435,Nicole Wagner,Female,20,Engineering,4,74.01,9.0,3.26
S2436,Phillip Larsen,Female,18,Science,1,62.05,1.1,2.52
S2437,Adam Murphy,Male,22,Arts,2,59.43,9.1,3.16
S2438,Jessica Obrien,Male,22,Science,1,82.31,1.9,2.54
S2439,Dana Smith,Female,21,Arts,1,76.15,3.0,2.57
S2440,James Maldonado,Female,23,Arts,3,55.54,1.3,2.33
S2441,Lisa Lopez,Male,19,Arts,3,91.63,7.8,3.17
S2442,Terry Smith,Male,25,Arts,1,68.87,1.1,3.82
S2443,Colleen Navarro DVM,Female,25,Engineering,4,63.2,9.7,3.62
S2444,Dr. Kristen Clark,Female,24,Arts,4,96.8,7.5,2.05
S2445,Kristin Patel,Female,23,Engineering,1,92.79,3.5,3.1
S2446,Brenda Gallagher,Female,18,Science,1,88.4,3.1,3.73
S2447,Kimberly Gilbert,Male,24,Commerce,1,51.84,7.7,3.83
S2448,Matthew Randall,Male,24,Science,2,99.41,3.4,3.1
S2449,Chelsea Gonzalez,Female,25,Arts,4,86.23,7.7,3.24
S2450,Michael Nguyen,Female,23,Science,2,72.13,3.7,2.88
S2451,Samuel Noble,Female,24,Science,2,69.9,2.9,2.36
S2452,Joseph Martin,Female,21,Arts,3,53.41,2.8,2.18
S2453,Jon Adams,Female,18,Commerce,4,94.34,8.0,2.87
S2454,Makayla James,Female,21,Science,2,85.86,8.1,2.78
S2455,Russell Parker,Female,20,Commerce,2,78.44,6.0,2.13
S2456,Elizabeth White,Female,22,Science,4,74.26,6.3,3.03
S2457,Sandra Castro,Female,24,Arts,3,72.13,5.9,3.8
S2458,Megan Boyd,Male,19,Engineering,2,85.05,2.6,3.15
S2459,Jennifer Anderson,Female,19,Arts,4,54.33,7.6,2.8
S2460,Brian Baker,Male,25,Commerce,2,61.25,7.2,2.17
S2461,Robert Fisher,Female,25,Commerce,4,53.83,3.7,2.98
S2462,Tara Brown,Male,24,Engineering,1,90.74,4.1,2.21
S2463,Blake Fisher,Female,20,Arts,2,91.69,6.4,2.0
S2464,Jeff Brown,Male,25,Arts,4,85.0,3.8,2.98
S2465,Louis Davis,Male,21,Arts,2,68.99,5.8,2.91
S2466,Crystal Ayala,Male,25,Science,2,55.33,5.6,3.77
S2467,Melissa Solis,Male,24,Arts,4,72.61,3.3,3.39
S2468,Sean May,Male,22,Science,4,80.77,4.2,3.44
